300	0.063214367
310	0.093186255
320	0.122575718
330	0.155983031
340	0.201270541
350	0.259867644
360	0.3297358
370	0.432553472
380	0.555562591
390	0.656695041
400	0.725402865
410	0.779628268
420	0.808568012
430	0.826148918
440	0.837403246
450	0.845712765
460	0.854347419
470	0.863896703
480	0.873187456
490	0.88167149
500	0.886933523
510	0.888924626
520	0.89235419
530	0.892043302
540	0.894586018
550	0.893258869
560	0.895228752
570	0.894402957
580	0.896590332
590	0.896078297
600	0.89764807
610	0.896137634
620	0.895861409
630	0.894019297
640	0.890834049
650	0.88525903
660	0.878998014
670	0.870317887
680	0.860313607
690	0.848758259
700	0.834773251
710	0.818686415
720	0.800077093
730	0.779694751
740	0.757537594
750	0.733005173
760	0.70651389
770	0.677961872
780	0.648152041
790	0.617249202
800	0.584954528
810	0.551720449
820	0.517607294
830	0.483368678
840	0.449204683
850	0.414959686
860	0.381093987
870	0.347687324
880	0.315272408
890	0.284007163
900	0.253804757
910	0.224958005
920	0.197517983
930	0.171788452
940	0.147830336
950	0.125577319
960	0.105161414
970	0.086586565
980	0.069962238
990	0.055274354
1000	0.042465955
1010	0.031555186
1020	0.0225197
1030	0.015329566
1040	0.00990651
1050	0.005837699
1060	0.003022773
1070	0.001428893
1080	0.000639102
1090	0.000180716
1100	1.51607E-05
