  0.350000   0.1829811
  0.350466   0.1829268
  0.350932   0.1828725
  0.351400   0.1828178
  0.351867   0.1827632
  0.352336   0.1827083
  0.352805   0.1826534
  0.353274   0.1825984
  0.353745   0.1825431
  0.354216   0.1824877
  0.354687   0.1824321
  0.355159   0.1823765
  0.355632   0.1823203
  0.356105   0.1822639
  0.356580   0.1822051
  0.357054   0.1821508
  0.357530   0.1820952
  0.358005   0.1820382
  0.358482   0.1819730
  0.358959   0.1819153
  0.359437   0.1818657
  0.359916   0.1818060
  0.360395   0.1817442
  0.360874   0.1816948
  0.361355   0.1816373
  0.361836   0.1815815
  0.362317   0.1814932
  0.362800   0.1813812
  0.363283   0.1812672
  0.363766   0.1811530
  0.364251   0.1810371
  0.364735   0.1809234
  0.365221   0.1808081
  0.365707   0.1806925
  0.366194   0.1805781
  0.366681   0.1804613
  0.367170   0.1803479
  0.367658   0.1802328
  0.368148   0.1801173
  0.368638   0.1800015
  0.369129   0.1798846
  0.369620   0.1797694
  0.370112   0.1796550
  0.370605   0.1795398
  0.371098   0.1794194
  0.371592   0.1793036
  0.372087   0.1791923
  0.372582   0.1790696
  0.373078   0.1789623
  0.373575   0.1788404
  0.374072   0.1787248
  0.374570   0.1786100
  0.375068   0.1784973
  0.375568   0.1783508
  0.376068   0.1782611
  0.376568   0.1781214
  0.377070   0.1780379
  0.377572   0.1779147
  0.378074   0.1778060
  0.378577   0.1776885
  0.379081   0.1775590
  0.379586   0.1774592
  0.380091   0.1773404
  0.380597   0.1772221
  0.381104   0.1770824
  0.381611   0.1769980
  0.382119   0.1768685
  0.382628   0.1767659
  0.383137   0.1766515
  0.383647   0.1765423
  0.384158   0.1764252
  0.384669   0.1763153
  0.385181   0.1762006
  0.385694   0.1760856
  0.386208   0.1759699
  0.386722   0.1758551
  0.387236   0.1757164
  0.387752   0.1755163
  0.388268   0.1753143
  0.388785   0.1751132
  0.389303   0.1749132
  0.389821   0.1747042
  0.390340   0.1745125
  0.390859   0.1743063
  0.391380   0.1741045
  0.391901   0.1739138
  0.392422   0.1737148
  0.392945   0.1735104
  0.393468   0.1733227
  0.393992   0.1731065
  0.394516   0.1729144
  0.395041   0.1727087
  0.395567   0.1725260
  0.396094   0.1723357
  0.396621   0.1721137
  0.397149   0.1719293
  0.397678   0.1717364
  0.398207   0.1715476
  0.398737   0.1713611
  0.399268   0.1711547
  0.399799   0.1709613
  0.400332   0.1707709
  0.400864   0.1705803
  0.401398   0.1703899
  0.401932   0.1702016
  0.402467   0.1700049
  0.403003   0.1698189
  0.403540   0.1696268
  0.404077   0.1694327
  0.404615   0.1692431
  0.405153   0.1690556
  0.405693   0.1688544
  0.406233   0.1686484
  0.406773   0.1684626
  0.407315   0.1682851
  0.407857   0.1681055
  0.408400   0.1679063
  0.408944   0.1676122
  0.409488   0.1673192
  0.410033   0.1670226
  0.410579   0.1667287
