5.900000000000000000e+02 5.138590595541949142e+02 1.197163815865352099e+01 1.890216921878235434e-05 5.696947994690649878e-08 -5.986194761581809409e+00 -1.893038485032165816e-05 -6.518907559294338826e-08 1.935330686859637704e-06 1.966374753620559400e-07 3.375526848552504874e-07 5.184863007863498297e+02 5.986153699957740493e+00 -1.143817876437636307e-06 -4.611426561547400534e-08 1.197141831140072021e+01 4.022069844321109640e-07 -4.766099346213566386e-09 4.195162807195732748e-07 -6.136780094864025329e-07 1.898687165069300480e-08
6.000000000000000000e+02 5.153714812760916857e+02 1.197150891290778141e+01 4.429963969250682785e-08 -1.175121758470321398e-08 -5.986078068449703693e+00 1.016965254211477489e-05 3.119237081084617821e-07 7.140292198572715320e-06 1.992998931954908899e-07 1.958156225029198996e-07 5.184860164108083609e+02 5.985987949471899050e+00 -1.769627958589214702e-07 -5.881754863850663663e-08 1.197160389793372204e+01 3.165942772439792194e-07 -6.213505710374201639e-08 4.267391951452025301e-07 -3.670004100669533974e-07 -7.842841632504719233e-08
6.100000000000000000e+02 5.168949445442998467e+02 1.197149837771929626e+01 4.592475032594050177e-06 7.284341955353110475e-08 -5.985994431414270345e+00 -5.323673424508917410e-06 -1.290012713016622429e-07 1.303881953224326714e-06 2.264234687892607663e-07 2.031209312994571668e-07 5.184857105211393673e+02 5.985965553877441003e+00 -5.860910549703545529e-08 -5.277945682726479184e-08 1.197172445287806930e+01 5.295216980874592337e-07 -1.290111933743101078e-07 5.143652560190214642e-07 -3.673946374623629353e-07 -1.603134449267501397e-07
6.200000000000000000e+02 5.184080325721008649e+02 1.197151447625178733e+01 -2.215687067480428205e-06 -8.025653686432079666e-09 -5.985945323156449227e+00 6.666801737773576671e-06 2.625063154988305266e-07 2.473899392168249180e-06 1.335359088367871268e-07 8.502996393185142441e-08 5.184856347983909473e+02 5.985965289125309674e+00 5.969290388519903035e-08 -4.538739819327148716e-08 1.197181271234626365e+01 3.796076851394910425e-07 -1.760163796838975029e-07 5.228183305010142669e-07 -4.224670398511431246e-07 -2.243945404873602495e-07
6.300000000000000000e+02 5.199263517959589080e+02 1.197149166798785735e+01 2.186615649376666096e-06 7.728169016879533992e-08 -5.985883167799864957e+00 -4.065095671533941953e-06 -1.866578690717591267e-07 -2.881277909649468191e-07 1.457702235256953841e-07 1.245828710542742249e-07 5.184855973881565205e+02 5.985973349926822173e+00 2.127606864200469151e-08 -4.268869883664772343e-08 1.197187385428304651e+01 4.673370095274473673e-07 -2.134146420073668910e-07 4.775770551916327107e-07 -4.561752097387180638e-07 -2.489606672198366661e-07
6.400000000000000000e+02 5.214403479603464575e+02 1.197153351901932083e+01 -1.741199644490730583e-06 -2.130892806362900181e-08 -5.985868811195111938e+00 3.672361050250844295e-06 2.475392727012148602e-07 7.223068146181337257e-07 6.509448577184458489e-08 2.291551258270999125e-08 5.184856628836283789e+02 5.985980346192165236e+00 1.160472316305008437e-07 -4.228172632879101198e-08 1.197190093985552650e+01 2.900306844539301479e-07 -2.285580891065392279e-07 3.571210040595052292e-07 -4.797955243299756714e-07 -2.908104671278412481e-07
6.500000000000000000e+02 5.229568465866842644e+02 1.197153609913421768e+01 -6.958816819822732367e-08 7.295454217957344656e-08 -5.985841499052955150e+00 -6.801763104861730905e-07 -2.343214869780191152e-07 -1.216166777246986415e-07 9.166882421399195067e-08 9.111797591418152156e-08 5.184856917563145089e+02 5.985984626553589649e+00 3.534406222048624491e-08 -4.153423282008990227e-08 1.197194017448300585e+01 3.617320974276946562e-07 -2.488364373007321022e-07 3.319666195346236299e-07 -5.055864719685846365e-07 -3.068133105605121634e-07
6.600000000000000000e+02 5.244714486581794972e+02 1.197154978759960287e+01 8.341539287026584542e-07 -1.617381170271370262e-08 -5.985830556537122149e+00 -1.038252553989470662e-06 2.109444990103270221e-07 -2.099838172094678406e-07 3.916478211582397703e-08 -1.134050750876707782e-08 5.184856846045927341e+02 5.985991269444111751e+00 1.169771305671941438e-07 -4.268877365832822392e-08 1.197195608220678409e+01 2.170297149487327522e-07 -2.580181402992409705e-07 2.753564329536402224e-07 -5.221420806569642764e-07 -3.209009393314110504e-07
6.700000000000000000e+02 5.259861263362718091e+02 1.197152823363854068e+01 -1.012776528601484924e-06 6.267728851525618867e-08 -5.985802358389888944e+00 1.955711746682474154e-06 -2.165736027452511421e-07 6.269830901256216092e-07 5.618236051594068744e-08 6.284454490164926590e-08 5.184856912523645178e+02 5.985994630575386388e+00 4.072597358104071766e-08 -4.353909850892939843e-08 1.197196793944458548e+01 3.161433507066991223e-07 -2.629685910050271430e-07 2.476625251050273041e-07 -5.329412115932499171e-07 -3.426723778516783181e-07
6.800000000000000000e+02 5.275018242157138957e+02 1.197156012339037900e+01 2.344308342018180001e-06 -2.332247402815124675e-08 -5.985808144153592636e+00 -3.798416633826607182e-06 2.018901527026799103e-07 -5.821636546400988673e-07 1.752228861591852081e-08 -2.871363882521073683e-08 5.184856984298877478e+02 5.985998498565962223e+00 1.337608634488259853e-07 -4.339411645644335272e-08 1.197198738625194103e+01 1.801732938048173667e-07 -2.733357115880890366e-07 1.985616382155320451e-07 -5.471717614197482136e-07 -3.508549864350275219e-07
