Wavelength (m) ,E_ph (J),a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
7.830E-07,2.537E-19,1.200E-02,1.439E-02,1.979E-02,2.162E-02,2.365E-02,3.038E-02,3.913E-02,5.725E-02,9.004E-02
7.840E-07,2.534E-19,1.195E-02,1.429E-02,1.992E-02,2.161E-02,2.375E-02,3.032E-02,3.895E-02,5.787E-02,9.022E-02
7.850E-07,2.531E-19,1.190E-02,1.431E-02,1.983E-02,2.163E-02,2.361E-02,3.027E-02,3.886E-02,5.807E-02,9.213E-02
7.860E-07,2.527E-19,1.185E-02,1.433E-02,1.973E-02,2.164E-02,2.346E-02,3.022E-02,3.876E-02,5.827E-02,9.405E-02
7.870E-07,2.524E-19,1.179E-02,1.420E-02,1.970E-02,2.148E-02,2.333E-02,3.012E-02,3.861E-02,5.825E-02,9.687E-02
7.880E-07,2.521E-19,1.172E-02,1.406E-02,1.967E-02,2.132E-02,2.320E-02,3.001E-02,3.845E-02,5.824E-02,9.969E-02
7.890E-07,2.518E-19,1.168E-02,1.396E-02,1.938E-02,2.132E-02,2.299E-02,2.987E-02,3.796E-02,5.780E-02,1.003E-01
7.900E-07,2.514E-19,1.162E-02,1.386E-02,1.909E-02,2.132E-02,2.277E-02,2.972E-02,3.747E-02,5.735E-02,1.008E-01
7.910E-07,2.511E-19,1.160E-02,1.385E-02,1.891E-02,2.117E-02,2.264E-02,2.941E-02,3.702E-02,5.707E-02,1.000E-01
7.920E-07,2.508E-19,1.157E-02,1.383E-02,1.873E-02,2.103E-02,2.251E-02,2.911E-02,3.657E-02,5.678E-02,9.919E-02
7.930E-07,2.505E-19,1.153E-02,1.365E-02,1.862E-02,2.107E-02,2.239E-02,2.872E-02,3.620E-02,5.656E-02,1.011E-01
7.940E-07,2.502E-19,1.147E-02,1.347E-02,1.852E-02,2.110E-02,2.227E-02,2.833E-02,3.582E-02,5.635E-02,1.029E-01
7.950E-07,2.499E-19,1.141E-02,1.365E-02,1.851E-02,2.112E-02,2.211E-02,2.859E-02,3.643E-02,5.633E-02,1.045E-01
7.960E-07,2.496E-19,1.138E-02,1.382E-02,1.851E-02,2.114E-02,2.194E-02,2.885E-02,3.703E-02,5.632E-02,1.061E-01
7.970E-07,2.492E-19,1.134E-02,1.376E-02,1.843E-02,2.125E-02,2.214E-02,2.886E-02,3.752E-02,5.692E-02,1.083E-01
7.980E-07,2.489E-19,1.127E-02,1.370E-02,1.835E-02,2.136E-02,2.234E-02,2.886E-02,3.800E-02,5.751E-02,1.104E-01
7.990E-07,2.486E-19,1.120E-02,1.376E-02,1.820E-02,2.126E-02,2.245E-02,2.897E-02,3.786E-02,5.765E-02,1.109E-01
8.000E-07,2.483E-19,1.117E-02,1.382E-02,1.805E-02,2.115E-02,2.256E-02,2.907E-02,3.773E-02,5.779E-02,1.114E-01
8.010E-07,2.480E-19,1.116E-02,1.367E-02,1.790E-02,2.107E-02,2.225E-02,2.869E-02,3.758E-02,5.792E-02,1.130E-01
8.020E-07,2.477E-19,1.112E-02,1.352E-02,1.775E-02,2.099E-02,2.193E-02,2.832E-02,3.743E-02,5.806E-02,1.145E-01
8.030E-07,2.474E-19,1.108E-02,1.347E-02,1.779E-02,2.108E-02,2.203E-02,2.860E-02,3.757E-02,5.790E-02,1.191E-01
8.040E-07,2.471E-19,1.103E-02,1.343E-02,1.782E-02,2.117E-02,2.212E-02,2.888E-02,3.771E-02,5.773E-02,1.236E-01
8.050E-07,2.468E-19,1.099E-02,1.338E-02,1.784E-02,2.115E-02,2.230E-02,2.890E-02,3.740E-02,5.809E-02,1.235E-01
8.060E-07,2.465E-19,1.094E-02,1.333E-02,1.787E-02,2.113E-02,2.247E-02,2.891E-02,3.708E-02,5.845E-02,1.235E-01
8.070E-07,2.462E-19,1.091E-02,1.316E-02,1.764E-02,2.111E-02,2.244E-02,2.869E-02,3.651E-02,5.808E-02,1.250E-01
8.080E-07,2.458E-19,1.086E-02,1.299E-02,1.742E-02,2.109E-02,2.241E-02,2.846E-02,3.594E-02,5.772E-02,1.264E-01
8.090E-07,2.455E-19,1.082E-02,1.287E-02,1.721E-02,2.100E-02,2.209E-02,2.829E-02,3.623E-02,5.770E-02,1.266E-01
8.100E-07,2.452E-19,1.078E-02,1.276E-02,1.700E-02,2.090E-02,2.176E-02,2.812E-02,3.651E-02,5.769E-02,1.267E-01
8.110E-07,2.449E-19,1.073E-02,1.282E-02,1.732E-02,2.105E-02,2.220E-02,2.859E-02,3.710E-02,5.848E-02,1.271E-01
8.120E-07,2.446E-19,1.069E-02,1.289E-02,1.764E-02,2.119E-02,2.263E-02,2.907E-02,3.769E-02,5.927E-02,1.275E-01
8.130E-07,2.443E-19,1.065E-02,1.307E-02,1.765E-02,2.113E-02,2.178E-02,2.954E-02,3.779E-02,5.964E-02,1.270E-01
8.140E-07,2.440E-19,1.061E-02,1.325E-02,1.767E-02,2.107E-02,2.093E-02,3.002E-02,3.789E-02,6.000E-02,1.264E-01
8.150E-07,2.437E-19,1.057E-02,1.296E-02,1.724E-02,2.091E-02,2.027E-02,2.946E-02,3.715E-02,5.931E-02,1.223E-01
8.160E-07,2.434E-19,1.053E-02,1.268E-02,1.682E-02,2.075E-02,1.962E-02,2.890E-02,3.641E-02,5.861E-02,1.181E-01
8.170E-07,2.431E-19,1.048E-02,1.252E-02,1.675E-02,2.084E-02,1.948E-02,2.863E-02,3.603E-02,5.720E-02,1.142E-01
8.180E-07,2.428E-19,1.044E-02,1.237E-02,1.667E-02,2.093E-02,1.934E-02,2.835E-02,3.565E-02,5.579E-02,1.103E-01
8.190E-07,2.425E-19,1.038E-02,1.253E-02,1.693E-02,2.076E-02,2.051E-02,2.805E-02,3.556E-02,5.386E-02,1.150E-01
8.200E-07,2.422E-19,1.033E-02,1.268E-02,1.718E-02,2.060E-02,2.167E-02,2.775E-02,3.548E-02,5.193E-02,1.197E-01
8.210E-07,2.420E-19,1.028E-02,1.249E-02,1.693E-02,2.067E-02,2.184E-02,2.745E-02,3.588E-02,5.411E-02,1.222E-01
8.220E-07,2.417E-19,1.024E-02,1.230E-02,1.669E-02,2.074E-02,2.201E-02,2.715E-02,3.628E-02,5.628E-02,1.248E-01
8.230E-07,2.414E-19,1.021E-02,1.270E-02,1.724E-02,2.090E-02,2.134E-02,2.754E-02,3.698E-02,5.577E-02,1.233E-01
8.240E-07,2.411E-19,1.018E-02,1.310E-02,1.779E-02,2.106E-02,2.068E-02,2.792E-02,3.768E-02,5.526E-02,1.218E-01
8.250E-07,2.408E-19,1.014E-02,1.286E-02,1.771E-02,2.082E-02,2.133E-02,2.759E-02,3.735E-02,5.646E-02,1.250E-01
8.260E-07,2.405E-19,1.013E-02,1.263E-02,1.762E-02,2.057E-02,2.197E-02,2.725E-02,3.702E-02,5.766E-02,1.283E-01
8.270E-07,2.402E-19,1.011E-02,1.246E-02,1.739E-02,2.047E-02,2.141E-02,2.717E-02,3.687E-02,5.723E-02,1.205E-01
8.280E-07,2.399E-19,1.007E-02,1.230E-02,1.715E-02,2.036E-02,2.085E-02,2.708E-02,3.671E-02,5.679E-02,1.128E-01
8.290E-07,2.396E-19,1.003E-02,1.197E-02,1.693E-02,2.030E-02,2.059E-02,2.687E-02,3.661E-02,5.624E-02,1.167E-01
8.300E-07,2.393E-19,9.999E-03,1.164E-02,1.670E-02,2.023E-02,2.034E-02,2.666E-02,3.650E-02,5.569E-02,1.207E-01
8.310E-07,2.390E-19,9.971E-03,1.218E-02,1.665E-02,1.993E-02,2.035E-02,2.669E-02,3.588E-02,5.478E-02,1.212E-01
8.320E-07,2.388E-19,9.932E-03,1.271E-02,1.659E-02,1.962E-02,2.037E-02,2.671E-02,3.525E-02,5.388E-02,1.217E-01
8.330E-07,2.385E-19,9.876E-03,1.233E-02,1.652E-02,1.950E-02,2.051E-02,2.647E-02,3.554E-02,5.372E-02,1.215E-01
8.340E-07,2.382E-19,9.834E-03,1.195E-02,1.645E-02,1.937E-02,2.065E-02,2.624E-02,3.583E-02,5.356E-02,1.213E-01
8.350E-07,2.379E-19,9.815E-03,1.210E-02,1.641E-02,1.940E-02,2.075E-02,2.662E-02,3.521E-02,5.449E-02,1.208E-01
8.360E-07,2.376E-19,9.789E-03,1.224E-02,1.637E-02,1.942E-02,2.085E-02,2.700E-02,3.458E-02,5.542E-02,1.202E-01
8.370E-07,2.373E-19,9.752E-03,1.192E-02,1.672E-02,1.941E-02,2.100E-02,2.690E-02,3.586E-02,5.474E-02,1.197E-01
8.380E-07,2.370E-19,9.713E-03,1.161E-02,1.707E-02,1.941E-02,2.114E-02,2.681E-02,3.715E-02,5.406E-02,1.191E-01
8.390E-07,2.368E-19,9.669E-03,1.200E-02,1.696E-02,1.921E-02,2.122E-02,2.728E-02,3.633E-02,5.394E-02,1.171E-01
8.400E-07,2.365E-19,9.632E-03,1.240E-02,1.684E-02,1.902E-02,2.129E-02,2.775E-02,3.551E-02,5.382E-02,1.152E-01
8.410E-07,2.362E-19,9.581E-03,1.189E-02,1.673E-02,1.901E-02,2.105E-02,2.807E-02,3.621E-02,5.400E-02,1.140E-01
8.420E-07,2.359E-19,9.541E-03,1.137E-02,1.662E-02,1.901E-02,2.082E-02,2.840E-02,3.690E-02,5.419E-02,1.129E-01
8.430E-07,2.356E-19,9.483E-03,1.150E-02,1.638E-02,1.914E-02,2.051E-02,2.776E-02,3.557E-02,5.465E-02,1.108E-01
8.440E-07,2.354E-19,9.374E-03,1.164E-02,1.614E-02,1.927E-02,2.021E-02,2.713E-02,3.424E-02,5.510E-02,1.086E-01
8.450E-07,2.351E-19,9.328E-03,1.128E-02,1.579E-02,1.923E-02,2.067E-02,2.708E-02,3.539E-02,5.453E-02,1.044E-01
8.460E-07,2.348E-19,9.300E-03,1.091E-02,1.543E-02,1.918E-02,2.113E-02,2.703E-02,3.654E-02,5.396E-02,1.002E-01
8.470E-07,2.345E-19,9.222E-03,1.128E-02,1.599E-02,1.898E-02,2.058E-02,2.668E-02,3.645E-02,5.392E-02,1.015E-01
8.480E-07,2.343E-19,9.289E-03,1.164E-02,1.654E-02,1.878E-02,2.003E-02,2.633E-02,3.637E-02,5.388E-02,1.028E-01
8.490E-07,2.340E-19,9.229E-03,1.168E-02,1.603E-02,1.863E-02,1.999E-02,2.633E-02,3.555E-02,5.376E-02,1.020E-01
8.500E-07,2.337E-19,8.969E-03,1.171E-02,1.552E-02,1.848E-02,1.994E-02,2.633E-02,3.473E-02,5.364E-02,1.012E-01
8.510E-07,2.334E-19,8.981E-03,1.158E-02,1.568E-02,1.833E-02,2.020E-02,2.583E-02,3.436E-02,5.326E-02,1.017E-01
8.520E-07,2.332E-19,9.207E-03,1.145E-02,1.584E-02,1.818E-02,2.045E-02,2.532E-02,3.398E-02,5.288E-02,1.021E-01
8.530E-07,2.329E-19,9.180E-03,1.141E-02,1.536E-02,1.816E-02,1.970E-02,2.522E-02,3.348E-02,5.176E-02,1.025E-01
8.540E-07,2.326E-19,8.707E-03,1.137E-02,1.488E-02,1.813E-02,1.894E-02,2.513E-02,3.298E-02,5.064E-02,1.030E-01
8.550E-07,2.323E-19,8.515E-03,1.146E-02,1.488E-02,1.818E-02,1.891E-02,2.501E-02,3.300E-02,5.051E-02,1.035E-01
8.560E-07,2.321E-19,8.918E-03,1.155E-02,1.488E-02,1.822E-02,1.888E-02,2.489E-02,3.301E-02,5.038E-02,1.039E-01
8.570E-07,2.318E-19,9.217E-03,1.171E-02,1.533E-02,1.811E-02,1.935E-02,2.564E-02,3.426E-02,5.273E-02,1.091E-01
8.580E-07,2.315E-19,9.132E-03,1.187E-02,1.578E-02,1.800E-02,1.982E-02,2.639E-02,3.551E-02,5.508E-02,1.142E-01
8.590E-07,2.313E-19,8.590E-03,1.185E-02,1.548E-02,1.796E-02,2.003E-02,2.638E-02,3.594E-02,5.530E-02,1.137E-01
8.600E-07,2.310E-19,8.065E-03,1.183E-02,1.519E-02,1.792E-02,2.024E-02,2.637E-02,3.637E-02,5.551E-02,1.132E-01
8.610E-07,2.307E-19,8.437E-03,1.192E-02,1.563E-02,1.787E-02,2.070E-02,2.678E-02,3.571E-02,5.467E-02,1.087E-01
8.620E-07,2.304E-19,9.032E-03,1.201E-02,1.608E-02,1.782E-02,2.117E-02,2.719E-02,3.506E-02,5.382E-02,1.042E-01
8.630E-07,2.302E-19,9.284E-03,1.199E-02,1.567E-02,1.767E-02,2.125E-02,2.668E-02,3.449E-02,5.411E-02,1.045E-01
8.640E-07,2.299E-19,9.230E-03,1.196E-02,1.527E-02,1.752E-02,2.132E-02,2.618E-02,3.391E-02,5.440E-02,1.048E-01
8.650E-07,2.296E-19,8.786E-03,1.111E-02,1.487E-02,1.758E-02,2.034E-02,2.628E-02,3.330E-02,5.320E-02,1.057E-01
8.660E-07,2.294E-19,7.878E-03,1.025E-02,1.448E-02,1.764E-02,1.936E-02,2.637E-02,3.269E-02,5.201E-02,1.067E-01
8.670E-07,2.291E-19,7.564E-03,1.101E-02,1.452E-02,1.777E-02,1.902E-02,2.561E-02,3.233E-02,5.006E-02,1.064E-01
8.680E-07,2.289E-19,8.287E-03,1.177E-02,1.457E-02,1.790E-02,1.868E-02,2.484E-02,3.197E-02,4.811E-02,1.062E-01
8.690E-07,2.286E-19,8.999E-03,1.175E-02,1.481E-02,1.780E-02,1.899E-02,2.536E-02,3.369E-02,4.986E-02,1.056E-01
8.700E-07,2.283E-19,9.336E-03,1.173E-02,1.504E-02,1.770E-02,1.930E-02,2.588E-02,3.540E-02,5.162E-02,1.050E-01
8.710E-07,2.281E-19,9.424E-03,1.140E-02,1.517E-02,1.758E-02,1.942E-02,2.596E-02,3.558E-02,5.253E-02,1.076E-01
8.720E-07,2.278E-19,9.318E-03,1.106E-02,1.529E-02,1.746E-02,1.954E-02,2.604E-02,3.576E-02,5.345E-02,1.102E-01
8.730E-07,2.275E-19,8.924E-03,1.108E-02,1.478E-02,1.749E-02,1.940E-02,2.563E-02,3.584E-02,5.374E-02,1.112E-01
8.740E-07,2.273E-19,8.089E-03,1.110E-02,1.427E-02,1.751E-02,1.926E-02,2.522E-02,3.593E-02,5.403E-02,1.122E-01
8.750E-07,2.270E-19,7.280E-03,1.105E-02,1.481E-02,1.746E-02,1.936E-02,2.520E-02,3.473E-02,5.326E-02,1.155E-01
8.760E-07,2.268E-19,7.501E-03,1.101E-02,1.535E-02,1.740E-02,1.945E-02,2.518E-02,3.353E-02,5.250E-02,1.187E-01
8.770E-07,2.265E-19,8.397E-03,1.139E-02,1.530E-02,1.737E-02,1.939E-02,2.561E-02,3.388E-02,5.208E-02,1.151E-01
8.780E-07,2.262E-19,9.054E-03,1.176E-02,1.524E-02,1.734E-02,1.933E-02,2.605E-02,3.424E-02,5.166E-02,1.114E-01
8.790E-07,2.260E-19,9.381E-03,1.134E-02,1.512E-02,1.740E-02,1.917E-02,2.528E-02,3.334E-02,5.234E-02,1.134E-01
8.800E-07,2.257E-19,9.493E-03,1.091E-02,1.500E-02,1.746E-02,1.902E-02,2.452E-02,3.245E-02,5.302E-02,1.154E-01
8.810E-07,2.255E-19,9.484E-03,1.106E-02,1.514E-02,1.732E-02,1.869E-02,2.516E-02,3.232E-02,5.210E-02,1.125E-01
8.820E-07,2.252E-19,9.399E-03,1.121E-02,1.527E-02,1.718E-02,1.836E-02,2.580E-02,3.220E-02,5.118E-02,1.097E-01
8.830E-07,2.250E-19,9.180E-03,1.060E-02,1.481E-02,1.706E-02,1.885E-02,2.538E-02,3.254E-02,5.218E-02,1.101E-01
8.840E-07,2.247E-19,8.732E-03,1.000E-02,1.435E-02,1.693E-02,1.934E-02,2.496E-02,3.288E-02,5.317E-02,1.106E-01
8.850E-07,2.245E-19,7.931E-03,1.005E-02,1.435E-02,1.708E-02,1.904E-02,2.556E-02,3.359E-02,5.325E-02,1.095E-01
8.860E-07,2.242E-19,6.983E-03,1.010E-02,1.435E-02,1.724E-02,1.875E-02,2.617E-02,3.431E-02,5.333E-02,1.084E-01
8.870E-07,2.240E-19,6.908E-03,1.034E-02,1.437E-02,1.727E-02,1.865E-02,2.606E-02,3.361E-02,5.273E-02,1.071E-01
8.880E-07,2.237E-19,7.827E-03,1.058E-02,1.440E-02,1.730E-02,1.856E-02,2.594E-02,3.291E-02,5.212E-02,1.058E-01
8.890E-07,2.234E-19,8.582E-03,1.073E-02,1.449E-02,1.728E-02,1.877E-02,2.557E-02,3.343E-02,5.187E-02,1.055E-01
8.900E-07,2.232E-19,8.986E-03,1.087E-02,1.458E-02,1.726E-02,1.897E-02,2.519E-02,3.396E-02,5.162E-02,1.053E-01
8.910E-07,2.229E-19,9.162E-03,1.097E-02,1.456E-02,1.722E-02,1.878E-02,2.572E-02,3.425E-02,5.156E-02,1.044E-01
8.920E-07,2.227E-19,9.227E-03,1.106E-02,1.455E-02,1.718E-02,1.859E-02,2.624E-02,3.455E-02,5.150E-02,1.036E-01
8.930E-07,2.224E-19,9.251E-03,1.131E-02,1.438E-02,1.674E-02,1.875E-02,2.501E-02,3.431E-02,5.141E-02,1.042E-01
8.940E-07,2.222E-19,9.269E-03,1.156E-02,1.421E-02,1.629E-02,1.891E-02,2.379E-02,3.407E-02,5.131E-02,1.047E-01
8.950E-07,2.219E-19,9.242E-03,1.118E-02,1.448E-02,1.584E-02,1.847E-02,2.526E-02,3.402E-02,5.200E-02,1.055E-01
8.960E-07,2.217E-19,9.164E-03,1.079E-02,1.476E-02,1.538E-02,1.803E-02,2.674E-02,3.396E-02,5.268E-02,1.062E-01
8.970E-07,2.215E-19,9.022E-03,1.046E-02,1.468E-02,1.522E-02,1.759E-02,2.628E-02,3.365E-02,5.260E-02,1.063E-01
8.980E-07,2.212E-19,8.787E-03,1.012E-02,1.460E-02,1.506E-02,1.715E-02,2.582E-02,3.334E-02,5.251E-02,1.063E-01
8.990E-07,2.210E-19,8.378E-03,9.609E-03,1.433E-02,1.542E-02,1.712E-02,2.555E-02,3.262E-02,5.132E-02,1.069E-01
9.000E-07,2.207E-19,7.682E-03,9.100E-03,1.406E-02,1.578E-02,1.708E-02,2.528E-02,3.190E-02,5.012E-02,1.074E-01
9.010E-07,2.205E-19,6.798E-03,9.265E-03,1.420E-02,1.650E-02,1.775E-02,2.552E-02,3.222E-02,5.075E-02,1.096E-01
9.020E-07,2.202E-19,6.528E-03,9.430E-03,1.433E-02,1.723E-02,1.841E-02,2.576E-02,3.254E-02,5.139E-02,1.119E-01
9.030E-07,2.200E-19,7.209E-03,1.004E-02,1.446E-02,1.713E-02,1.927E-02,2.588E-02,3.371E-02,5.287E-02,1.138E-01
9.040E-07,2.197E-19,7.988E-03,1.065E-02,1.459E-02,1.703E-02,2.012E-02,2.601E-02,3.488E-02,5.436E-02,1.158E-01
9.050E-07,2.195E-19,8.428E-03,1.039E-02,1.458E-02,1.641E-02,1.976E-02,2.602E-02,3.426E-02,5.390E-02,1.120E-01
9.060E-07,2.193E-19,8.586E-03,1.014E-02,1.457E-02,1.580E-02,1.940E-02,2.603E-02,3.365E-02,5.345E-02,1.083E-01
9.070E-07,2.190E-19,8.679E-03,1.035E-02,1.400E-02,1.602E-02,1.845E-02,2.512E-02,3.292E-02,5.180E-02,1.092E-01
9.080E-07,2.188E-19,8.731E-03,1.056E-02,1.342E-02,1.625E-02,1.750E-02,2.422E-02,3.218E-02,5.014E-02,1.102E-01
9.090E-07,2.185E-19,8.719E-03,1.065E-02,1.382E-02,1.653E-02,1.738E-02,2.466E-02,3.257E-02,5.120E-02,1.107E-01
9.100E-07,2.183E-19,8.723E-03,1.074E-02,1.421E-02,1.680E-02,1.726E-02,2.510E-02,3.297E-02,5.225E-02,1.112E-01
9.110E-07,2.181E-19,8.734E-03,1.059E-02,1.395E-02,1.655E-02,1.713E-02,2.476E-02,3.290E-02,5.173E-02,1.140E-01
9.120E-07,2.178E-19,8.734E-03,1.044E-02,1.369E-02,1.629E-02,1.699E-02,2.441E-02,3.284E-02,5.121E-02,1.169E-01
9.130E-07,2.176E-19,8.728E-03,1.042E-02,1.382E-02,1.605E-02,1.629E-02,2.455E-02,3.218E-02,4.974E-02,1.170E-01
9.140E-07,2.173E-19,8.705E-03,1.039E-02,1.396E-02,1.580E-02,1.558E-02,2.470E-02,3.152E-02,4.826E-02,1.172E-01
9.150E-07,2.171E-19,8.663E-03,1.016E-02,1.391E-02,1.598E-02,1.586E-02,2.440E-02,3.065E-02,4.871E-02,1.157E-01
9.160E-07,2.169E-19,8.601E-03,9.931E-03,1.386E-02,1.615E-02,1.614E-02,2.410E-02,2.979E-02,4.916E-02,1.141E-01
9.170E-07,2.166E-19,8.510E-03,9.836E-03,1.397E-02,1.645E-02,1.657E-02,2.406E-02,3.045E-02,4.944E-02,1.133E-01
9.180E-07,2.164E-19,8.383E-03,9.741E-03,1.409E-02,1.675E-02,1.699E-02,2.401E-02,3.111E-02,4.972E-02,1.125E-01
9.190E-07,2.162E-19,8.210E-03,9.496E-03,1.374E-02,1.679E-02,1.717E-02,2.429E-02,3.168E-02,5.038E-02,1.145E-01
9.200E-07,2.159E-19,7.912E-03,9.252E-03,1.340E-02,1.683E-02,1.736E-02,2.457E-02,3.225E-02,5.104E-02,1.165E-01
9.210E-07,2.157E-19,7.382E-03,8.948E-03,1.304E-02,1.700E-02,1.739E-02,2.393E-02,3.220E-02,5.145E-02,1.141E-01
9.220E-07,2.154E-19,6.597E-03,8.644E-03,1.268E-02,1.716E-02,1.743E-02,2.329E-02,3.214E-02,5.186E-02,1.117E-01
9.230E-07,2.152E-19,6.037E-03,8.760E-03,1.275E-02,1.716E-02,1.698E-02,2.328E-02,3.221E-02,5.093E-02,1.100E-01
9.240E-07,2.150E-19,6.345E-03,8.876E-03,1.282E-02,1.716E-02,1.654E-02,2.327E-02,3.228E-02,5.000E-02,1.083E-01
9.250E-07,2.148E-19,7.069E-03,9.215E-03,1.286E-02,1.701E-02,1.680E-02,2.334E-02,3.159E-02,4.904E-02,1.075E-01
9.260E-07,2.145E-19,7.543E-03,9.554E-03,1.289E-02,1.686E-02,1.707E-02,2.342E-02,3.090E-02,4.808E-02,1.067E-01
9.270E-07,2.143E-19,7.823E-03,1.002E-02,1.335E-02,1.655E-02,1.819E-02,2.309E-02,3.083E-02,5.041E-02,1.037E-01
9.280E-07,2.141E-19,8.051E-03,1.048E-02,1.381E-02,1.625E-02,1.931E-02,2.277E-02,3.075E-02,5.274E-02,1.007E-01
9.290E-07,2.138E-19,8.137E-03,1.046E-02,1.435E-02,1.498E-02,1.797E-02,2.340E-02,3.030E-02,5.208E-02,9.822E-02
9.300E-07,2.136E-19,8.166E-03,1.045E-02,1.489E-02,1.372E-02,1.663E-02,2.402E-02,2.985E-02,5.142E-02,9.578E-02
9.310E-07,2.134E-19,8.170E-03,9.943E-03,1.430E-02,1.277E-02,1.538E-02,2.464E-02,3.014E-02,5.102E-02,9.021E-02
9.320E-07,2.131E-19,8.159E-03,9.434E-03,1.370E-02,1.183E-02,1.414E-02,2.525E-02,3.043E-02,5.062E-02,8.463E-02
9.330E-07,2.129E-19,8.142E-03,9.671E-03,1.464E-02,1.239E-02,1.352E-02,2.566E-02,3.038E-02,5.238E-02,9.006E-02
9.340E-07,2.127E-19,8.125E-03,9.907E-03,1.558E-02,1.295E-02,1.291E-02,2.608E-02,3.034E-02,5.413E-02,9.548E-02
9.350E-07,2.125E-19,8.103E-03,9.869E-03,1.462E-02,1.421E-02,1.292E-02,2.544E-02,2.866E-02,5.036E-02,9.399E-02
9.360E-07,2.122E-19,8.078E-03,9.832E-03,1.365E-02,1.548E-02,1.293E-02,2.479E-02,2.699E-02,4.659E-02,9.249E-02
9.370E-07,2.120E-19,8.053E-03,9.880E-03,1.426E-02,1.621E-02,1.514E-02,2.470E-02,2.789E-02,4.750E-02,9.387E-02
9.380E-07,2.118E-19,8.016E-03,9.928E-03,1.486E-02,1.694E-02,1.735E-02,2.461E-02,2.878E-02,4.840E-02,9.526E-02
9.390E-07,2.115E-19,7.960E-03,9.853E-03,1.498E-02,1.646E-02,1.873E-02,2.505E-02,3.057E-02,5.225E-02,1.002E-01
9.400E-07,2.113E-19,7.901E-03,9.778E-03,1.510E-02,1.599E-02,2.011E-02,2.548E-02,3.235E-02,5.609E-02,1.052E-01
9.410E-07,2.111E-19,7.847E-03,9.039E-03,1.418E-02,1.536E-02,1.877E-02,2.439E-02,3.056E-02,5.301E-02,9.880E-02
9.420E-07,2.109E-19,7.852E-03,8.300E-03,1.325E-02,1.472E-02,1.744E-02,2.330E-02,2.878E-02,4.992E-02,9.236E-02
9.430E-07,2.107E-19,7.853E-03,8.623E-03,1.318E-02,1.501E-02,1.693E-02,2.280E-02,2.822E-02,4.736E-02,9.022E-02
9.440E-07,2.104E-19,7.825E-03,8.947E-03,1.311E-02,1.529E-02,1.643E-02,2.229E-02,2.766E-02,4.479E-02,8.808E-02
9.450E-07,2.102E-19,7.790E-03,9.150E-03,1.347E-02,1.556E-02,1.634E-02,2.276E-02,2.808E-02,4.657E-02,9.534E-02
9.460E-07,2.100E-19,7.748E-03,9.353E-03,1.383E-02,1.583E-02,1.626E-02,2.322E-02,2.850E-02,4.836E-02,1.026E-01
9.470E-07,2.098E-19,7.698E-03,9.312E-03,1.352E-02,1.548E-02,1.694E-02,2.406E-02,2.874E-02,4.871E-02,1.030E-01
9.480E-07,2.095E-19,7.637E-03,9.271E-03,1.321E-02,1.513E-02,1.761E-02,2.490E-02,2.899E-02,4.906E-02,1.035E-01
9.490E-07,2.093E-19,7.556E-03,8.604E-03,1.343E-02,1.488E-02,1.748E-02,2.410E-02,2.924E-02,4.821E-02,1.007E-01
9.500E-07,2.091E-19,7.439E-03,7.937E-03,1.365E-02,1.464E-02,1.734E-02,2.330E-02,2.950E-02,4.737E-02,9.793E-02
9.510E-07,2.089E-19,7.254E-03,7.763E-03,1.428E-02,1.457E-02,1.736E-02,2.494E-02,2.967E-02,4.765E-02,9.962E-02
9.520E-07,2.087E-19,6.946E-03,7.590E-03,1.492E-02,1.450E-02,1.737E-02,2.657E-02,2.985E-02,4.793E-02,1.013E-01
9.530E-07,2.084E-19,6.428E-03,7.577E-03,1.370E-02,1.461E-02,1.713E-02,2.526E-02,2.975E-02,4.949E-02,1.003E-01
9.540E-07,2.082E-19,5.753E-03,7.564E-03,1.249E-02,1.472E-02,1.688E-02,2.395E-02,2.965E-02,5.104E-02,9.928E-02
9.550E-07,2.080E-19,5.474E-03,7.979E-03,1.255E-02,1.488E-02,1.714E-02,2.479E-02,2.983E-02,5.034E-02,9.851E-02
9.560E-07,2.078E-19,5.911E-03,8.394E-03,1.260E-02,1.503E-02,1.740E-02,2.562E-02,3.002E-02,4.964E-02,9.774E-02
9.570E-07,2.076E-19,6.515E-03,8.628E-03,1.295E-02,1.492E-02,1.683E-02,2.452E-02,3.011E-02,4.862E-02,9.769E-02
9.580E-07,2.074E-19,6.908E-03,8.863E-03,1.329E-02,1.480E-02,1.625E-02,2.341E-02,3.020E-02,4.760E-02,9.763E-02
9.590E-07,2.071E-19,7.112E-03,8.779E-03,1.310E-02,1.463E-02,1.578E-02,2.342E-02,2.962E-02,4.754E-02,9.733E-02
9.600E-07,2.069E-19,7.201E-03,8.696E-03,1.290E-02,1.447E-02,1.531E-02,2.342E-02,2.904E-02,4.748E-02,9.703E-02
9.610E-07,2.067E-19,7.238E-03,8.589E-03,1.265E-02,1.423E-02,1.515E-02,2.277E-02,2.944E-02,4.817E-02,9.829E-02
9.620E-07,2.065E-19,7.240E-03,8.483E-03,1.240E-02,1.399E-02,1.500E-02,2.212E-02,2.985E-02,4.885E-02,9.956E-02
9.630E-07,2.063E-19,7.236E-03,8.430E-03,1.231E-02,1.401E-02,1.516E-02,2.198E-02,2.999E-02,4.751E-02,9.765E-02
