Wavelength (m) ,E_ph (J),a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
4.210E-07,4.718E-19,7.788E-02,7.055E-02,4.973E-02,4.195E-02,3.801E-02,2.388E-02,1.843E-02,1.176E-02,1.176E-02
4.220E-07,4.707E-19,7.700E-02,7.015E-02,4.817E-02,4.116E-02,3.653E-02,2.203E-02,1.520E-02,8.153E-03,6.529E-03
4.230E-07,4.696E-19,7.576E-02,6.915E-02,4.747E-02,4.105E-02,3.521E-02,2.152E-02,1.414E-02,7.287E-03,4.759E-03
4.240E-07,4.685E-19,7.559E-02,6.688E-02,4.794E-02,4.091E-02,3.740E-02,2.406E-02,1.708E-02,1.035E-02,1.018E-02
4.250E-07,4.674E-19,7.489E-02,6.687E-02,4.805E-02,4.040E-02,3.706E-02,2.416E-02,1.699E-02,1.045E-02,8.311E-03
4.260E-07,4.663E-19,7.464E-02,6.722E-02,4.908E-02,3.995E-02,3.706E-02,2.361E-02,1.679E-02,1.153E-02,6.223E-03
4.270E-07,4.652E-19,7.399E-02,6.780E-02,4.775E-02,3.947E-02,3.588E-02,2.299E-02,1.681E-02,1.161E-02,8.931E-03
4.280E-07,4.641E-19,7.358E-02,6.485E-02,4.657E-02,3.718E-02,3.465E-02,2.221E-02,1.624E-02,1.082E-02,1.097E-02
4.290E-07,4.630E-19,7.242E-02,6.259E-02,4.474E-02,3.341E-02,3.356E-02,2.281E-02,1.662E-02,1.146E-02,1.024E-02
4.300E-07,4.620E-19,7.031E-02,5.830E-02,4.117E-02,3.482E-02,2.892E-02,1.944E-02,1.482E-02,1.134E-02,1.041E-02
4.310E-07,4.609E-19,6.816E-02,5.174E-02,4.316E-02,3.949E-02,2.989E-02,2.167E-02,1.734E-02,1.357E-02,1.176E-02
4.320E-07,4.598E-19,6.348E-02,4.829E-02,4.577E-02,3.959E-02,3.598E-02,2.593E-02,2.026E-02,1.540E-02,9.074E-03
4.330E-07,4.588E-19,4.993E-02,3.918E-02,4.100E-02,3.688E-02,3.747E-02,2.876E-02,2.177E-02,1.558E-02,1.121E-02
4.340E-07,4.577E-19,2.967E-02,3.582E-02,3.596E-02,3.823E-02,3.590E-02,3.042E-02,2.338E-02,1.690E-02,1.197E-02
4.350E-07,4.567E-19,4.244E-02,4.335E-02,4.088E-02,4.099E-02,3.698E-02,2.955E-02,2.317E-02,1.651E-02,1.246E-02
4.360E-07,4.556E-19,5.940E-02,5.269E-02,4.877E-02,4.050E-02,4.109E-02,3.098E-02,2.451E-02,1.722E-02,1.265E-02
4.370E-07,4.546E-19,6.554E-02,5.808E-02,5.018E-02,3.941E-02,4.038E-02,3.004E-02,2.400E-02,1.676E-02,1.355E-02
4.380E-07,4.535E-19,6.714E-02,5.971E-02,4.665E-02,3.915E-02,3.752E-02,2.552E-02,2.006E-02,1.524E-02,1.580E-02
4.390E-07,4.525E-19,6.716E-02,5.875E-02,4.748E-02,3.968E-02,3.641E-02,2.601E-02,2.101E-02,1.701E-02,1.431E-02
4.400E-07,4.515E-19,6.760E-02,5.636E-02,4.709E-02,4.113E-02,3.742E-02,2.676E-02,2.161E-02,1.673E-02,1.067E-02
4.410E-07,4.504E-19,6.762E-02,5.861E-02,4.755E-02,4.211E-02,3.856E-02,2.710E-02,2.213E-02,1.762E-02,1.465E-02
4.420E-07,4.494E-19,6.711E-02,5.863E-02,4.848E-02,4.207E-02,4.046E-02,2.976E-02,2.438E-02,1.813E-02,1.751E-02
4.430E-07,4.484E-19,6.734E-02,6.020E-02,4.870E-02,4.229E-02,4.013E-02,2.996E-02,2.474E-02,1.786E-02,1.791E-02
4.440E-07,4.474E-19,6.680E-02,5.877E-02,4.860E-02,4.201E-02,4.058E-02,3.060E-02,2.532E-02,1.984E-02,1.805E-02
4.450E-07,4.464E-19,6.628E-02,5.829E-02,4.703E-02,4.178E-02,3.955E-02,3.029E-02,2.512E-02,1.848E-02,1.683E-02
4.460E-07,4.454E-19,6.608E-02,5.917E-02,4.622E-02,4.274E-02,3.829E-02,2.926E-02,2.468E-02,1.988E-02,2.314E-02
4.470E-07,4.444E-19,6.504E-02,5.771E-02,4.732E-02,4.311E-02,4.046E-02,3.191E-02,2.854E-02,2.361E-02,2.248E-02
4.480E-07,4.434E-19,6.395E-02,5.859E-02,4.768E-02,4.341E-02,4.134E-02,3.428E-02,2.995E-02,2.425E-02,2.148E-02
4.490E-07,4.424E-19,6.429E-02,5.849E-02,4.764E-02,4.443E-02,4.087E-02,3.320E-02,2.911E-02,2.486E-02,2.292E-02
4.500E-07,4.414E-19,6.430E-02,5.980E-02,4.921E-02,4.477E-02,4.261E-02,3.541E-02,3.087E-02,2.528E-02,2.394E-02
4.510E-07,4.405E-19,6.372E-02,6.061E-02,4.908E-02,4.320E-02,4.341E-02,3.725E-02,3.270E-02,2.648E-02,2.426E-02
4.520E-07,4.395E-19,6.307E-02,5.960E-02,4.719E-02,4.190E-02,4.225E-02,3.502E-02,3.055E-02,2.450E-02,2.618E-02
4.530E-07,4.385E-19,6.287E-02,5.928E-02,4.577E-02,4.225E-02,3.959E-02,3.255E-02,2.809E-02,2.194E-02,2.695E-02
4.540E-07,4.375E-19,6.257E-02,5.939E-02,4.646E-02,4.276E-02,4.079E-02,3.363E-02,2.935E-02,2.371E-02,2.593E-02
4.550E-07,4.366E-19,6.135E-02,5.807E-02,4.598E-02,4.376E-02,4.062E-02,3.499E-02,3.182E-02,2.716E-02,2.777E-02
4.560E-07,4.356E-19,6.128E-02,5.819E-02,4.651E-02,4.413E-02,4.136E-02,3.593E-02,3.227E-02,2.909E-02,3.475E-02
4.570E-07,4.347E-19,6.148E-02,5.892E-02,4.766E-02,4.330E-02,4.172E-02,3.751E-02,3.414E-02,2.907E-02,3.220E-02
4.580E-07,4.337E-19,6.070E-02,5.805E-02,4.636E-02,4.308E-02,4.126E-02,3.631E-02,3.304E-02,2.904E-02,2.929E-02
4.590E-07,4.328E-19,6.031E-02,5.976E-02,4.575E-02,4.340E-02,4.056E-02,3.545E-02,3.298E-02,2.907E-02,2.618E-02
4.600E-07,4.318E-19,6.063E-02,5.982E-02,4.645E-02,4.377E-02,4.067E-02,3.592E-02,3.316E-02,2.972E-02,2.856E-02
4.610E-07,4.309E-19,6.033E-02,6.043E-02,4.695E-02,4.392E-02,4.160E-02,3.672E-02,3.408E-02,3.125E-02,3.083E-02
4.620E-07,4.300E-19,5.945E-02,5.863E-02,4.721E-02,4.395E-02,4.197E-02,3.760E-02,3.546E-02,3.076E-02,2.940E-02
4.630E-07,4.290E-19,5.897E-02,5.756E-02,4.725E-02,4.356E-02,4.168E-02,3.786E-02,3.506E-02,3.110E-02,2.871E-02
4.640E-07,4.281E-19,5.891E-02,5.848E-02,4.617E-02,4.332E-02,4.057E-02,3.572E-02,3.372E-02,2.967E-02,3.032E-02
4.650E-07,4.272E-19,5.878E-02,5.686E-02,4.638E-02,4.315E-02,3.995E-02,3.553E-02,3.255E-02,2.935E-02,2.933E-02
4.660E-07,4.263E-19,5.833E-02,5.688E-02,4.564E-02,4.264E-02,4.012E-02,3.573E-02,3.295E-02,2.961E-02,2.923E-02
4.670E-07,4.254E-19,5.787E-02,5.628E-02,4.553E-02,4.300E-02,4.011E-02,3.543E-02,3.343E-02,2.930E-02,2.807E-02
4.680E-07,4.245E-19,5.772E-02,5.674E-02,4.675E-02,4.315E-02,4.028E-02,3.621E-02,3.366E-02,2.957E-02,2.778E-02
4.690E-07,4.235E-19,5.734E-02,5.595E-02,4.633E-02,4.261E-02,4.078E-02,3.636E-02,3.403E-02,3.014E-02,3.279E-02
4.700E-07,4.226E-19,5.694E-02,5.561E-02,4.505E-02,4.279E-02,3.960E-02,3.497E-02,3.239E-02,2.895E-02,2.948E-02
4.710E-07,4.218E-19,5.654E-02,5.509E-02,4.507E-02,4.369E-02,4.012E-02,3.503E-02,3.310E-02,2.944E-02,2.944E-02
4.720E-07,4.209E-19,5.616E-02,5.332E-02,4.656E-02,4.384E-02,4.135E-02,3.745E-02,3.409E-02,2.986E-02,2.958E-02
4.730E-07,4.200E-19,5.574E-02,5.467E-02,4.668E-02,4.370E-02,4.203E-02,3.716E-02,3.420E-02,2.902E-02,3.157E-02
4.740E-07,4.191E-19,5.539E-02,5.419E-02,4.651E-02,4.365E-02,4.202E-02,3.727E-02,3.425E-02,2.858E-02,2.950E-02
4.750E-07,4.182E-19,5.513E-02,5.508E-02,4.646E-02,4.354E-02,4.269E-02,3.792E-02,3.444E-02,2.802E-02,2.994E-02
4.760E-07,4.173E-19,5.473E-02,5.384E-02,4.520E-02,4.375E-02,4.110E-02,3.665E-02,3.292E-02,2.508E-02,2.517E-02
4.770E-07,4.164E-19,5.431E-02,5.313E-02,4.569E-02,4.396E-02,4.223E-02,3.741E-02,3.225E-02,2.315E-02,2.100E-02
4.780E-07,4.156E-19,5.389E-02,5.453E-02,4.683E-02,4.404E-02,4.306E-02,3.756E-02,3.265E-02,2.330E-02,2.389E-02
4.790E-07,4.147E-19,5.345E-02,5.293E-02,4.697E-02,4.414E-02,4.339E-02,3.814E-02,3.314E-02,2.478E-02,2.555E-02
4.800E-07,4.138E-19,5.288E-02,5.256E-02,4.656E-02,4.454E-02,4.337E-02,3.856E-02,3.483E-02,2.706E-02,2.604E-02
4.810E-07,4.130E-19,5.216E-02,5.121E-02,4.675E-02,4.473E-02,4.328E-02,3.937E-02,3.501E-02,2.835E-02,2.200E-02
4.820E-07,4.121E-19,5.114E-02,4.869E-02,4.667E-02,4.441E-02,4.367E-02,3.923E-02,3.539E-02,2.745E-02,2.388E-02
4.830E-07,4.113E-19,4.937E-02,4.736E-02,4.505E-02,4.418E-02,4.359E-02,3.809E-02,3.403E-02,2.648E-02,2.457E-02
4.840E-07,4.104E-19,4.578E-02,4.287E-02,4.364E-02,4.135E-02,4.241E-02,3.781E-02,3.441E-02,2.720E-02,2.488E-02
4.850E-07,4.096E-19,3.753E-02,3.428E-02,4.018E-02,3.749E-02,4.070E-02,3.765E-02,3.449E-02,2.861E-02,2.726E-02
4.860E-07,4.087E-19,2.508E-02,2.979E-02,3.450E-02,3.820E-02,3.659E-02,3.544E-02,3.281E-02,2.797E-02,2.763E-02
4.870E-07,4.079E-19,3.033E-02,3.470E-02,3.660E-02,4.035E-02,3.714E-02,3.374E-02,3.224E-02,2.724E-02,2.891E-02
4.880E-07,4.071E-19,4.140E-02,4.099E-02,4.195E-02,4.105E-02,3.963E-02,3.486E-02,3.139E-02,2.651E-02,2.933E-02
4.890E-07,4.062E-19,4.630E-02,4.513E-02,4.297E-02,4.168E-02,4.045E-02,3.566E-02,3.281E-02,2.719E-02,3.094E-02
4.900E-07,4.054E-19,4.824E-02,4.661E-02,4.361E-02,4.119E-02,4.144E-02,3.654E-02,3.414E-02,2.884E-02,3.298E-02
4.910E-07,4.046E-19,4.886E-02,4.756E-02,4.277E-02,4.039E-02,4.059E-02,3.652E-02,3.340E-02,2.825E-02,3.446E-02
4.920E-07,4.037E-19,4.855E-02,4.718E-02,4.234E-02,4.074E-02,3.912E-02,3.395E-02,3.222E-02,2.897E-02,3.563E-02
4.930E-07,4.029E-19,4.870E-02,4.780E-02,4.196E-02,4.136E-02,3.940E-02,3.417E-02,3.278E-02,2.983E-02,3.859E-02
4.940E-07,4.021E-19,4.887E-02,4.886E-02,4.226E-02,4.142E-02,3.992E-02,3.613E-02,3.456E-02,3.009E-02,4.062E-02
4.950E-07,4.013E-19,4.864E-02,4.782E-02,4.310E-02,4.113E-02,4.020E-02,3.584E-02,3.347E-02,2.917E-02,2.915E-02
4.960E-07,4.005E-19,4.823E-02,4.931E-02,4.295E-02,4.077E-02,4.033E-02,3.527E-02,3.234E-02,2.723E-02,2.430E-02
4.970E-07,3.997E-19,4.820E-02,4.734E-02,4.343E-02,4.050E-02,4.006E-02,3.726E-02,3.324E-02,2.785E-02,2.786E-02
4.980E-07,3.989E-19,4.787E-02,4.636E-02,4.199E-02,4.035E-02,3.920E-02,3.461E-02,3.197E-02,2.665E-02,2.914E-02
4.990E-07,3.981E-19,4.755E-02,4.687E-02,4.096E-02,4.023E-02,3.895E-02,3.395E-02,3.099E-02,2.554E-02,2.996E-02
5.000E-07,3.973E-19,4.719E-02,4.726E-02,4.124E-02,3.961E-02,3.861E-02,3.386E-02,3.101E-02,2.540E-02,2.432E-02
5.010E-07,3.965E-19,4.688E-02,4.576E-02,3.939E-02,3.989E-02,3.796E-02,3.160E-02,2.979E-02,2.409E-02,2.467E-02
5.020E-07,3.957E-19,4.619E-02,4.610E-02,3.929E-02,4.033E-02,3.762E-02,3.253E-02,3.007E-02,2.504E-02,2.889E-02
5.030E-07,3.949E-19,4.644E-02,4.523E-02,4.046E-02,4.002E-02,3.857E-02,3.451E-02,3.075E-02,2.513E-02,2.899E-02
5.040E-07,3.941E-19,4.605E-02,4.440E-02,4.038E-02,3.991E-02,3.839E-02,3.367E-02,2.910E-02,2.467E-02,2.625E-02
5.050E-07,3.934E-19,4.589E-02,4.522E-02,4.030E-02,3.952E-02,3.839E-02,3.353E-02,2.943E-02,2.479E-02,2.901E-02
5.060E-07,3.926E-19,4.556E-02,4.529E-02,4.077E-02,3.862E-02,3.864E-02,3.411E-02,2.987E-02,2.416E-02,3.045E-02
5.070E-07,3.918E-19,4.547E-02,4.516E-02,4.036E-02,3.869E-02,3.829E-02,3.389E-02,2.886E-02,2.318E-02,3.163E-02
5.080E-07,3.910E-19,4.522E-02,4.464E-02,4.034E-02,3.941E-02,3.786E-02,3.248E-02,2.833E-02,2.271E-02,3.219E-02
5.090E-07,3.903E-19,4.498E-02,4.400E-02,4.048E-02,3.876E-02,3.790E-02,3.362E-02,2.893E-02,2.284E-02,3.120E-02
5.100E-07,3.895E-19,4.461E-02,4.420E-02,4.022E-02,3.843E-02,3.809E-02,3.296E-02,2.820E-02,2.242E-02,3.163E-02
5.110E-07,3.887E-19,4.447E-02,4.315E-02,4.084E-02,3.833E-02,3.841E-02,3.379E-02,2.803E-02,2.184E-02,3.134E-02
5.120E-07,3.880E-19,4.422E-02,4.374E-02,4.017E-02,3.760E-02,3.816E-02,3.336E-02,2.770E-02,2.176E-02,3.036E-02
5.130E-07,3.872E-19,4.388E-02,4.252E-02,3.975E-02,3.725E-02,3.753E-02,3.199E-02,2.682E-02,2.166E-02,3.392E-02
5.140E-07,3.865E-19,4.357E-02,4.261E-02,3.891E-02,3.762E-02,3.799E-02,3.158E-02,2.674E-02,2.327E-02,3.298E-02
5.150E-07,3.857E-19,4.332E-02,4.335E-02,3.938E-02,3.676E-02,3.756E-02,3.192E-02,2.730E-02,2.240E-02,3.389E-02
5.160E-07,3.850E-19,4.303E-02,4.228E-02,3.834E-02,3.502E-02,3.669E-02,3.043E-02,2.602E-02,2.213E-02,2.880E-02
5.170E-07,3.842E-19,4.202E-02,4.162E-02,3.754E-02,3.531E-02,3.412E-02,2.627E-02,2.235E-02,1.930E-02,1.987E-02
5.180E-07,3.835E-19,4.225E-02,4.183E-02,3.739E-02,3.647E-02,3.381E-02,2.519E-02,2.170E-02,1.897E-02,2.330E-02
5.190E-07,3.827E-19,4.203E-02,4.082E-02,3.702E-02,3.716E-02,3.533E-02,2.845E-02,2.519E-02,2.203E-02,2.878E-02
5.200E-07,3.820E-19,4.187E-02,3.998E-02,3.753E-02,3.768E-02,3.663E-02,3.123E-02,2.621E-02,2.191E-02,2.746E-02
5.210E-07,3.813E-19,4.187E-02,4.111E-02,3.817E-02,3.761E-02,3.693E-02,3.119E-02,2.738E-02,2.308E-02,3.156E-02
5.220E-07,3.805E-19,4.160E-02,4.051E-02,3.799E-02,3.723E-02,3.680E-02,3.336E-02,3.049E-02,2.830E-02,3.744E-02
5.230E-07,3.798E-19,4.106E-02,4.051E-02,3.760E-02,3.771E-02,3.661E-02,3.363E-02,3.205E-02,2.947E-02,3.535E-02
5.240E-07,3.791E-19,4.096E-02,4.056E-02,3.798E-02,3.792E-02,3.734E-02,3.541E-02,3.413E-02,3.137E-02,3.578E-02
5.250E-07,3.784E-19,4.096E-02,4.108E-02,3.824E-02,3.672E-02,3.780E-02,3.629E-02,3.438E-02,3.111E-02,3.582E-02
5.260E-07,3.777E-19,4.058E-02,4.013E-02,3.738E-02,3.608E-02,3.607E-02,3.270E-02,3.112E-02,2.755E-02,3.483E-02
5.270E-07,3.769E-19,4.015E-02,3.900E-02,3.555E-02,3.708E-02,3.501E-02,3.013E-02,2.867E-02,2.674E-02,3.549E-02
5.280E-07,3.762E-19,3.996E-02,3.979E-02,3.678E-02,3.817E-02,3.600E-02,3.368E-02,3.214E-02,3.121E-02,4.074E-02
5.290E-07,3.755E-19,4.006E-02,3.987E-02,3.807E-02,3.824E-02,3.808E-02,3.592E-02,3.468E-02,3.216E-02,4.109E-02
5.300E-07,3.748E-19,3.988E-02,3.976E-02,3.771E-02,3.794E-02,3.755E-02,3.632E-02,3.544E-02,3.254E-02,3.988E-02
5.310E-07,3.741E-19,3.952E-02,3.945E-02,3.794E-02,3.737E-02,3.843E-02,3.771E-02,3.677E-02,3.452E-02,4.044E-02
5.320E-07,3.734E-19,3.904E-02,3.907E-02,3.735E-02,3.686E-02,3.768E-02,3.582E-02,3.531E-02,3.257E-02,3.914E-02
5.330E-07,3.727E-19,3.894E-02,3.866E-02,3.643E-02,3.721E-02,3.619E-02,3.396E-02,3.327E-02,3.099E-02,3.983E-02
5.340E-07,3.720E-19,3.884E-02,3.928E-02,3.685E-02,3.772E-02,3.677E-02,3.559E-02,3.406E-02,3.161E-02,4.183E-02
5.350E-07,3.713E-19,3.879E-02,3.830E-02,3.671E-02,3.762E-02,3.759E-02,3.646E-02,3.586E-02,3.354E-02,4.373E-02
5.360E-07,3.706E-19,3.851E-02,3.715E-02,3.695E-02,3.730E-02,3.757E-02,3.742E-02,3.697E-02,3.551E-02,4.420E-02
5.370E-07,3.699E-19,3.819E-02,3.715E-02,3.735E-02,3.741E-02,3.736E-02,3.625E-02,3.579E-02,3.531E-02,4.564E-02
5.380E-07,3.692E-19,3.809E-02,3.699E-02,3.730E-02,3.746E-02,3.738E-02,3.648E-02,3.622E-02,3.601E-02,4.899E-02
5.390E-07,3.685E-19,3.788E-02,3.756E-02,3.718E-02,3.704E-02,3.724E-02,3.612E-02,3.662E-02,3.584E-02,4.880E-02
5.400E-07,3.679E-19,3.757E-02,3.680E-02,3.633E-02,3.673E-02,3.633E-02,3.412E-02,3.397E-02,3.351E-02,4.795E-02
5.410E-07,3.672E-19,3.734E-02,3.678E-02,3.604E-02,3.722E-02,3.604E-02,3.397E-02,3.387E-02,3.439E-02,4.764E-02
5.420E-07,3.665E-19,3.720E-02,3.711E-02,3.775E-02,3.777E-02,3.820E-02,3.629E-02,3.783E-02,3.777E-02,5.067E-02
5.430E-07,3.658E-19,3.698E-02,3.647E-02,3.832E-02,3.800E-02,3.813E-02,3.581E-02,3.691E-02,3.687E-02,4.906E-02
5.440E-07,3.652E-19,3.687E-02,3.704E-02,3.829E-02,3.797E-02,3.844E-02,3.630E-02,3.712E-02,3.577E-02,4.886E-02
5.450E-07,3.645E-19,3.667E-02,3.642E-02,3.848E-02,3.787E-02,3.859E-02,3.711E-02,3.775E-02,3.665E-02,3.930E-02
5.460E-07,3.638E-19,3.645E-02,3.659E-02,3.809E-02,3.762E-02,3.786E-02,3.780E-02,3.732E-02,3.680E-02,3.581E-02
5.470E-07,3.632E-19,3.627E-02,3.642E-02,3.765E-02,3.730E-02,3.843E-02,3.686E-02,3.837E-02,3.717E-02,3.812E-02
5.480E-07,3.625E-19,3.606E-02,3.690E-02,3.751E-02,3.739E-02,3.777E-02,3.629E-02,3.798E-02,3.735E-02,3.880E-02
5.490E-07,3.618E-19,3.587E-02,3.713E-02,3.719E-02,3.728E-02,3.781E-02,3.688E-02,3.857E-02,3.887E-02,3.848E-02
5.500E-07,3.612E-19,3.569E-02,3.692E-02,3.739E-02,3.719E-02,3.768E-02,3.781E-02,3.862E-02,3.847E-02,3.410E-02
5.510E-07,3.605E-19,3.548E-02,3.614E-02,3.685E-02,3.731E-02,3.779E-02,3.701E-02,3.760E-02,3.657E-02,3.133E-02
5.520E-07,3.599E-19,3.533E-02,3.488E-02,3.748E-02,3.713E-02,3.813E-02,3.768E-02,3.728E-02,3.782E-02,3.049E-02
5.530E-07,3.592E-19,3.503E-02,3.613E-02,3.698E-02,3.700E-02,3.716E-02,3.856E-02,3.958E-02,3.999E-02,2.882E-02
5.540E-07,3.586E-19,3.489E-02,3.614E-02,3.602E-02,3.712E-02,3.699E-02,3.831E-02,3.962E-02,4.018E-02,2.788E-02
5.550E-07,3.579E-19,3.474E-02,3.644E-02,3.707E-02,3.702E-02,3.761E-02,3.969E-02,4.075E-02,4.149E-02,2.793E-02
5.560E-07,3.573E-19,3.456E-02,3.606E-02,3.669E-02,3.674E-02,3.722E-02,3.915E-02,4.075E-02,4.087E-02,3.199E-02
5.570E-07,3.566E-19,3.435E-02,3.625E-02,3.624E-02,3.658E-02,3.723E-02,3.747E-02,3.909E-02,3.953E-02,3.718E-02
5.580E-07,3.560E-19,3.417E-02,3.584E-02,3.632E-02,3.645E-02,3.742E-02,3.748E-02,3.877E-02,3.910E-02,3.800E-02
5.590E-07,3.554E-19,3.397E-02,3.485E-02,3.588E-02,3.649E-02,3.626E-02,3.667E-02,3.781E-02,3.756E-02,3.616E-02
5.600E-07,3.547E-19,3.383E-02,3.555E-02,3.505E-02,3.689E-02,3.526E-02,3.562E-02,3.700E-02,3.599E-02,3.495E-02
5.610E-07,3.541E-19,3.365E-02,3.479E-02,3.583E-02,3.595E-02,3.639E-02,3.810E-02,3.808E-02,3.914E-02,3.433E-02
5.620E-07,3.535E-19,3.345E-02,3.451E-02,3.612E-02,3.677E-02,3.633E-02,3.874E-02,3.917E-02,3.965E-02,3.490E-02
5.630E-07,3.528E-19,3.329E-02,3.458E-02,3.568E-02,3.556E-02,3.648E-02,3.766E-02,3.914E-02,3.972E-02,3.427E-02
5.640E-07,3.522E-19,3.312E-02,3.426E-02,3.604E-02,3.675E-02,3.628E-02,3.916E-02,4.065E-02,4.152E-02,3.423E-02
5.650E-07,3.516E-19,3.293E-02,3.426E-02,3.550E-02,3.489E-02,3.640E-02,3.843E-02,4.096E-02,4.235E-02,3.755E-02
5.660E-07,3.510E-19,3.272E-02,3.397E-02,3.558E-02,3.639E-02,3.582E-02,3.937E-02,4.008E-02,4.210E-02,3.769E-02
5.670E-07,3.503E-19,3.258E-02,3.353E-02,3.460E-02,3.502E-02,3.566E-02,3.802E-02,4.019E-02,4.147E-02,3.820E-02
5.680E-07,3.497E-19,3.242E-02,3.346E-02,3.546E-02,3.651E-02,3.564E-02,3.940E-02,4.011E-02,4.320E-02,3.847E-02
5.690E-07,3.491E-19,3.224E-02,3.305E-02,3.466E-02,3.492E-02,3.592E-02,3.909E-02,4.039E-02,4.315E-02,4.016E-02
5.700E-07,3.485E-19,3.208E-02,3.366E-02,3.505E-02,3.588E-02,3.545E-02,3.838E-02,4.069E-02,4.255E-02,4.007E-02
5.710E-07,3.479E-19,3.191E-02,3.308E-02,3.489E-02,3.545E-02,3.546E-02,3.787E-02,3.942E-02,4.168E-02,4.300E-02
5.720E-07,3.473E-19,3.175E-02,3.316E-02,3.500E-02,3.663E-02,3.531E-02,3.906E-02,4.057E-02,4.355E-02,4.170E-02
5.730E-07,3.467E-19,3.158E-02,3.295E-02,3.555E-02,3.513E-02,3.666E-02,3.980E-02,4.220E-02,4.457E-02,4.334E-02
5.740E-07,3.461E-19,3.142E-02,3.233E-02,3.489E-02,3.504E-02,3.563E-02,4.017E-02,4.222E-02,4.649E-02,4.853E-02
5.750E-07,3.455E-19,3.124E-02,3.265E-02,3.469E-02,3.507E-02,3.562E-02,3.984E-02,4.223E-02,4.680E-02,4.783E-02
5.760E-07,3.449E-19,3.108E-02,3.296E-02,3.448E-02,3.510E-02,3.561E-02,3.952E-02,4.223E-02,4.711E-02,4.713E-02
5.770E-07,3.443E-19,3.092E-02,3.251E-02,3.443E-02,3.513E-02,3.541E-02,3.963E-02,4.222E-02,4.723E-02,4.468E-02
5.780E-07,3.437E-19,3.075E-02,3.205E-02,3.438E-02,3.516E-02,3.520E-02,3.975E-02,4.221E-02,4.736E-02,4.223E-02
5.790E-07,3.431E-19,3.059E-02,3.216E-02,3.441E-02,3.507E-02,3.516E-02,3.948E-02,4.221E-02,4.743E-02,4.115E-02
5.800E-07,3.425E-19,3.043E-02,3.228E-02,3.444E-02,3.498E-02,3.512E-02,3.921E-02,4.222E-02,4.750E-02,4.006E-02
5.810E-07,3.419E-19,3.028E-02,3.223E-02,3.471E-02,3.497E-02,3.523E-02,3.981E-02,4.222E-02,4.850E-02,3.740E-02
5.820E-07,3.413E-19,3.012E-02,3.217E-02,3.498E-02,3.497E-02,3.534E-02,4.041E-02,4.222E-02,4.949E-02,3.475E-02
5.830E-07,3.407E-19,2.997E-02,3.212E-02,3.478E-02,3.483E-02,3.549E-02,4.070E-02,4.221E-02,4.871E-02,3.569E-02
5.840E-07,3.401E-19,2.981E-02,3.206E-02,3.458E-02,3.469E-02,3.565E-02,4.098E-02,4.219E-02,4.794E-02,3.663E-02
5.850E-07,3.396E-19,2.966E-02,3.152E-02,3.398E-02,3.424E-02,3.516E-02,4.013E-02,4.220E-02,4.694E-02,3.438E-02
5.860E-07,3.390E-19,2.949E-02,3.097E-02,3.338E-02,3.379E-02,3.467E-02,3.928E-02,4.220E-02,4.594E-02,3.212E-02
5.870E-07,3.384E-19,2.933E-02,3.086E-02,3.330E-02,3.354E-02,3.425E-02,3.823E-02,4.220E-02,4.110E-02,2.737E-02
5.880E-07,3.378E-19,2.914E-02,3.074E-02,3.322E-02,3.330E-02,3.382E-02,3.719E-02,4.221E-02,3.625E-02,2.261E-02
5.890E-07,3.373E-19,2.885E-02,3.022E-02,3.312E-02,3.350E-02,3.336E-02,3.712E-02,4.219E-02,3.492E-02,2.140E-02
5.900E-07,3.367E-19,2.874E-02,2.971E-02,3.303E-02,3.371E-02,3.290E-02,3.706E-02,4.218E-02,3.359E-02,2.018E-02
5.910E-07,3.361E-19,2.873E-02,2.962E-02,3.348E-02,3.382E-02,3.320E-02,3.809E-02,4.218E-02,3.759E-02,2.419E-02
5.920E-07,3.355E-19,2.860E-02,2.952E-02,3.393E-02,3.392E-02,3.350E-02,3.912E-02,4.218E-02,4.159E-02,2.820E-02
5.930E-07,3.350E-19,2.845E-02,2.969E-02,3.363E-02,3.379E-02,3.384E-02,3.973E-02,4.218E-02,4.357E-02,2.825E-02
5.940E-07,3.344E-19,2.831E-02,2.986E-02,3.333E-02,3.366E-02,3.418E-02,4.034E-02,4.218E-02,4.554E-02,2.830E-02
5.950E-07,3.339E-19,2.815E-02,2.994E-02,3.326E-02,3.361E-02,3.416E-02,4.050E-02,4.218E-02,4.613E-02,2.839E-02
5.960E-07,3.333E-19,2.798E-02,3.001E-02,3.320E-02,3.356E-02,3.413E-02,4.066E-02,4.218E-02,4.672E-02,2.848E-02
5.970E-07,3.327E-19,2.786E-02,2.988E-02,3.300E-02,3.349E-02,3.413E-02,4.046E-02,4.219E-02,4.724E-02,3.143E-02
5.980E-07,3.322E-19,2.770E-02,2.974E-02,3.279E-02,3.343E-02,3.412E-02,4.026E-02,4.221E-02,4.776E-02,3.439E-02
5.990E-07,3.316E-19,2.757E-02,2.928E-02,3.281E-02,3.333E-02,3.395E-02,3.985E-02,4.058E-02,4.779E-02,3.487E-02
6.000E-07,3.311E-19,2.745E-02,2.881E-02,3.282E-02,3.324E-02,3.377E-02,3.944E-02,3.895E-02,4.781E-02,3.535E-02
6.010E-07,3.305E-19,2.730E-02,2.902E-02,3.268E-02,3.326E-02,3.383E-02,3.917E-02,4.058E-02,4.812E-02,3.619E-02
